Path,Parent,Purpose class,Purpose statement,Location verdict,Evidence,Ref touch,Parent align,Wave,Section
docs/implementation-cycles/ICW-E6S07T115-implementation-plan.md,docs/implementation-cycles,Dev-kit specialisation,ICW trio implementation plan (legacy or parallel to IPP where not consolidated),Optimal,dev-kit-ipw-ipp-vs-icw-artifacts.md matrix,Low,Consistent,keep,docs
docs/implementation-cycles/ICW-E6S07T115-specification.md,docs/implementation-cycles,Dev-kit specialisation,ICW trio specification (legacy or parallel to IPP where not consolidated),Optimal,dev-kit-ipw-ipp-vs-icw-artifacts.md matrix,Low,Consistent,keep,docs
docs/implementation-cycles/ICW-E6S07T115-test-design.md,docs/implementation-cycles,Dev-kit specialisation,ICW trio test design (legacy or parallel to IPP where not consolidated),Optimal,dev-kit-ipw-ipp-vs-icw-artifacts.md matrix,Low,Consistent,keep,docs
docs/implementation-cycles/ICW-E6S07T18-specification.md,docs/implementation-cycles,Dev-kit specialisation,ICW trio specification (legacy or parallel to IPP where not consolidated),Optimal,dev-kit-ipw-ipp-vs-icw-artifacts.md matrix,Low,Consistent,keep,docs
docs/implementation-cycles/ICW-E7S01T06-implementation-plan.md,docs/implementation-cycles,Dev-kit specialisation,ICW trio implementation plan (legacy or parallel to IPP where not consolidated),Optimal,dev-kit-ipw-ipp-vs-icw-artifacts.md matrix,Low,Consistent,keep,docs
docs/implementation-cycles/ICW-E7S01T06-specification.md,docs/implementation-cycles,Dev-kit specialisation,ICW trio specification (legacy or parallel to IPP where not consolidated),Optimal,dev-kit-ipw-ipp-vs-icw-artifacts.md matrix,Low,Consistent,keep,docs
docs/implementation-cycles/ICW-E7S01T06-test-design.md,docs/implementation-cycles,Dev-kit specialisation,ICW trio test design (legacy or parallel to IPP where not consolidated),Optimal,dev-kit-ipw-ipp-vs-icw-artifacts.md matrix,Low,Consistent,keep,docs
docs/implementation-cycles/ICW-E7S01T07-implementation-plan.md,docs/implementation-cycles,Dev-kit specialisation,ICW trio implementation plan (legacy or parallel to IPP where not consolidated),Optimal,dev-kit-ipw-ipp-vs-icw-artifacts.md matrix,Low,Consistent,keep,docs
docs/implementation-cycles/ICW-E7S01T07-specification.md,docs/implementation-cycles,Dev-kit specialisation,ICW trio specification (legacy or parallel to IPP where not consolidated),Optimal,dev-kit-ipw-ipp-vs-icw-artifacts.md matrix,Low,Consistent,keep,docs
docs/implementation-cycles/ICW-E7S01T07-test-design.md,docs/implementation-cycles,Dev-kit specialisation,ICW trio test design (legacy or parallel to IPP where not consolidated),Optimal,dev-kit-ipw-ipp-vs-icw-artifacts.md matrix,Low,Consistent,keep,docs
docs/implementation-cycles/ICW-E7S06-T10-T16-implementation-plan.md,docs/implementation-cycles,Dev-kit specialisation,ICW trio implementation plan (legacy or parallel to IPP where not consolidated),Optimal,dev-kit-ipw-ipp-vs-icw-artifacts.md matrix,Low,Consistent,keep,docs
docs/implementation-cycles/ICW-E7S06-T10-T16-specification.md,docs/implementation-cycles,Dev-kit specialisation,ICW trio specification (legacy or parallel to IPP where not consolidated),Optimal,dev-kit-ipw-ipp-vs-icw-artifacts.md matrix,Low,Consistent,keep,docs
docs/implementation-cycles/ICW-E7S06-T10-T16-test-design.md,docs/implementation-cycles,Dev-kit specialisation,ICW trio test design (legacy or parallel to IPP where not consolidated),Optimal,dev-kit-ipw-ipp-vs-icw-artifacts.md matrix,Low,Consistent,keep,docs
docs/implementation-cycles/ICW-E7S06T18-implementation-plan.md,docs/implementation-cycles,Dev-kit specialisation,ICW trio implementation plan (legacy or parallel to IPP where not consolidated),Optimal,dev-kit-ipw-ipp-vs-icw-artifacts.md matrix,Low,Consistent,keep,docs
docs/implementation-cycles/ICW-E7S06T18-specification.md,docs/implementation-cycles,Dev-kit specialisation,ICW trio specification (legacy or parallel to IPP where not consolidated),Optimal,dev-kit-ipw-ipp-vs-icw-artifacts.md matrix,Low,Consistent,keep,docs
docs/implementation-cycles/ICW-E7S06T18-test-design.md,docs/implementation-cycles,Dev-kit specialisation,ICW trio test design (legacy or parallel to IPP where not consolidated),Optimal,dev-kit-ipw-ipp-vs-icw-artifacts.md matrix,Low,Consistent,keep,docs
docs/implementation-cycles/ICW-E8S04T01-specification.md,docs/implementation-cycles,Dev-kit specialisation,ICW trio specification (legacy or parallel to IPP where not consolidated),Optimal,dev-kit-ipw-ipp-vs-icw-artifacts.md matrix,Low,Consistent,keep,docs
docs/implementation-cycles/ICW-IMPLEMENTATION-SUMMARY.md,docs/implementation-cycles,Dev-kit specialisation,ICW trio ICW planning artifact (legacy or parallel to IPP where not consolidated),Optimal,dev-kit-ipw-ipp-vs-icw-artifacts.md matrix,Low,Consistent,keep,docs
docs/implementation-cycles/IPP-E01S02T14-adopter-external-dependency-tracking.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E01:S02:T14,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S01T06-validate-version-bump-story-detection-br001.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S01:T06,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S01T24-rw-build-increment-tag-immutability.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S01:T24,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S01T25-release-metadata-async-ingest-umbrella.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S01:T25,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S01T30-rw-architectural-contract-release-transaction.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S01:T30,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S01T31-github-actions-run-title-external-semver.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S01:T31,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S03T09-meta-workflow-orchestration-mwf-fr124.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S03:T09,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S03T10-workflow-encapsulation-integrity-mwf-fr126.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S03:T10,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S03T12-environment-aware-workflow-execution-fr128.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S03:T12,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S11T13-github-actions-workflow-spam-emails.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S11:T13,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S11T14-github-actions-workflow-optimization.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S11:T14,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S13T02-inventory-package-components-map.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S13:T02,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S13T03-workflow-behavior-validation.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S13:T03,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S13T04-integration-dependency-alignment.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S13:T04,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S13T05-gap-log-risk-assessment.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S13:T05,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S13T06-rc-sign-off-remediation.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S13:T06,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S13T08-sync-packaged-workflows-live-spec.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S13:T08,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S13T09-fr050-workflows-directory-reorganization.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S13:T09,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S13T10-kanban-transform-consolidation-and-config-loader-unification.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S13:T10,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S14T01-enumerate-workflow-mgt-installation-paths.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S14:T01,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S15T01-br066-corpus-tail-phase3.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S15:T01,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S15T01-br066-publication-backfill-phase2.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S15:T01,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S15T14-kanban-stamp-immutability-adr029-fr130.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S15:T14,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S16T05-github-actions-ci-health-perpetual-fr112.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S16:T05,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S16T06-github-security-code-quality-health-perpetual-fr112.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S16:T06,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S16T06-ukw-rp-flag-fr085.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S16:T06,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S16T13-br059-ukw-moscow-full-story-coverage.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S16:T13,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S16T15-workflow-initiation-cheatsheet.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S16:T15,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S16T16-ukw-archive-completed-fr102.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S16:T16,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S16T17-agent-bootstrap-and-task-routing-fr103.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S16:T17,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S16T19-rw-dpz-short-flag-uxr022.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S16:T19,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S16T20-restore-kboard-ipp-segment-uxr023.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S16:T20,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S16T22-implementation-delivery-workflow-idw-fr118.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S16:T22,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S16T24-s16-perpetual-only-semantic-scatter.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S16:T24,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S17T03-sqlite-release-state-schema.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S17:T03,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E02S17T07-sqlite-semver-registry-cutover.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E02:S17:T07,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E03S02T12-task-touch-semver-collision-hardening.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E03:S02:T12,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E03S02T14-semver-allocation-authority.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E03:S02:T14,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E03S02T15-semver-external-build-metadata-redundancy.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E03:S02:T15,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E04S06T06-br005-canonical-epics-structure-gap.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E04:S06:T06,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E04S07T01-br006-migration-support-pre-existing-kanban.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E04:S07:T01,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E04S07T02-fr007-migration-utilities-installation-modes.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E04:S07:T02,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E04S08T05-migration-plan-presentation-fr009.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E04:S08:T05,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E04S09T01-br007-kanban-package-installation.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E04:S09:T01,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E04S11T07-fr016-discrete-task-docs-migration.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E04:S11:T07,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E04S13T08-kanban-task-waiting-in-review-state-icons.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E04:S13:T08,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E04S14T12-kanban-completed-sqlite-ledger-pdf-report.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E04:S14:T12,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E04S15T05-hybrid-strategy-docs-and-generator-integration.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E04:S15:T05,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E04S19T08-fr072-approach-d-d2-d4-migration-and-doc-sweep.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E04:S19:T08,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E04S19T10-e7-s00-detasking-br076.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E04:S19:T10,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E04S19T11-kanban-epic-story-path-lowercase-naming.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E04:S19:T11,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E04S19T12-single-board-consolidation-uxr020.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E04:S19:T12,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E04S19T14-fr-br-directory-rename-to-fbu.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E04:S19:T14,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E05S01T44-rw-temporary-execution-log.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E05:S01:T44,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E05S02T07-unified-documentation-governance-strategy-fr139.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E05:S02:T07,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E05S08T03-big-bang-notion-migration-maintainer-kb-fr114.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E05:S08:T03,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E05S08T04-agent-notion-first-authoring-and-bootstrap-routing-fr114.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E05:S08:T04,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E05S08T05-reverse-notion-migration-git-internal-maintainer-kb-fr121.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E05:S08:T05,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E05S08T06-adr-026-git-maintainer-authoring-bootstrap-fr121.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E05:S08:T06,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E05S08T07-optional-obsidian-editor-profiles-greenfield-install-fr121.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E05:S08:T07,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E05S09T11-docusaurus-monorepo-markdown-link-resolution-br068.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E05:S09:T11,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E05S09T12-changelog-directory-consolidation.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E05:S09:T12,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E05S09T13-docusaurus-faster-package-alignment.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E05:S09:T13,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E05S09T14-docusaurus-ci-workflow-deduplication.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E05:S09:T14,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E05S09T15-docusaurus-adopter-public-publish-allowlist-fr114.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E05:S09:T15,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S07T107-ide-command-whitelist-optimization.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S07:T107,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T07-br078-kanban-structure-template-missing.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T07,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T08-br079-epic-22-23-install-templates.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T08,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T09-br080-fresh-mode-empty-repo-validation.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T09,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T10-br081-kanban-install-datetime-utcnow.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T10,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T11-br082-rw-install-pyyaml-preflight.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T11,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T12-br083-rw-install-pattern-defaults.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T12,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T13-br084-rw-config-generation.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T13,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T15-install-setup-interactive-feedback-external-semver.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T15,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T16-br086-lowercase-fresh-kanban-patterns.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T16,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T18-br087-framework-slug-install-closure.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T18,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T19-br088-version-file-scaffold.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T19,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T20-install-setup-error-code-registry-fr108.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T20,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T23-greenfield-install-github-packages-delivery-uxr021.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T23,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T24-acquisition-layer-adk-error-codes-fr111.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T24,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T25-starborn-legacy-greenfield-install-diary-triage-uxr025.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T25,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T27-kanban-v32-package-rewrite-installer-f9-f17.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T27,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T28-br105-v32-signoff-story-padding.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T28,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T29-br106-non-interactive-changelog-scaffold.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T29,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T30-kanban-installer-log-epic-path-padding-br107.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T30,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
docs/implementation-cycles/IPP-E06S09T31-agentic-kanban-migration-agent-fr127.md,docs/implementation-cycles,Dev-kit specialisation,Consolidated IPW implementation plan package for E06:S09:T31,Optimal,FR-042 IPP; specification-and-planning-artifacts-policy.md,Medium,Consistent,keep,docs
